epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.27606,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.002,0.002,0.002
2,2.12524,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00199751,0.00199751,0.00199751
3,2.98764,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00199501,0.00199501,0.00199501
4,3.82215,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00199252,0.00199252,0.00199252
5,4.63673,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00199002,0.00199002,0.00199002
6,5.47223,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00198752,0.00198752,0.00198752
7,6.33052,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00198503,0.00198503,0.00198503
8,7.14731,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00198254,0.00198254,0.00198254
9,8.00748,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00198004,0.00198004,0.00198004
10,8.87201,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00197755,0.00197755,0.00197755
11,9.6982,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00197505,0.00197505,0.00197505
12,10.5703,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00197255,0.00197255,0.00197255
13,11.4288,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00197006,0.00197006,0.00197006
14,12.2525,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00196757,0.00196757,0.00196757
15,13.0792,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00196507,0.00196507,0.00196507
16,13.9079,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00196257,0.00196257,0.00196257
17,14.7634,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00196008,0.00196008,0.00196008
18,15.6181,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00195758,0.00195758,0.00195758
19,16.4716,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00195509,0.00195509,0.00195509
20,17.3126,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00195259,0.00195259,0.00195259
21,18.1346,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.0019501,0.0019501,0.0019501
22,18.9651,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00194761,0.00194761,0.00194761
23,19.8022,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00194511,0.00194511,0.00194511
24,20.6693,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00194261,0.00194261,0.00194261
25,21.5336,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00194012,0.00194012,0.00194012
26,22.3552,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00193762,0.00193762,0.00193762
27,23.1773,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00193513,0.00193513,0.00193513
28,24.0479,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00193264,0.00193264,0.00193264
29,24.8869,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00193014,0.00193014,0.00193014
30,25.7402,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00192765,0.00192765,0.00192765
31,26.5542,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00192515,0.00192515,0.00192515
32,27.3822,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00192266,0.00192266,0.00192266
33,28.2121,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00192016,0.00192016,0.00192016
34,29.0543,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00191767,0.00191767,0.00191767
35,29.8936,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00191517,0.00191517,0.00191517
36,30.7386,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00191268,0.00191268,0.00191268
37,31.6559,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00191018,0.00191018,0.00191018
38,32.5142,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00190769,0.00190769,0.00190769
39,33.3861,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00190519,0.00190519,0.00190519
40,34.2308,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.0019027,0.0019027,0.0019027
41,35.0851,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.0019002,0.0019002,0.0019002
42,35.9069,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.0018977,0.0018977,0.0018977
43,36.7433,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00189521,0.00189521,0.00189521
44,37.584,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00189272,0.00189272,0.00189272
45,38.4275,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00189022,0.00189022,0.00189022
46,39.2605,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00188772,0.00188772,0.00188772
47,40.1198,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00188523,0.00188523,0.00188523
48,40.9603,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00188274,0.00188274,0.00188274
49,41.781,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00188024,0.00188024,0.00188024
50,42.654,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00187775,0.00187775,0.00187775
51,43.5217,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00187525,0.00187525,0.00187525
52,44.4019,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00187276,0.00187276,0.00187276
53,45.2445,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00187026,0.00187026,0.00187026
54,46.0842,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00186776,0.00186776,0.00186776
55,46.9124,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00186527,0.00186527,0.00186527
56,47.7521,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00186278,0.00186278,0.00186278
57,48.5761,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00186028,0.00186028,0.00186028
58,49.4366,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00185779,0.00185779,0.00185779
59,50.271,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00185529,0.00185529,0.00185529
60,51.1186,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00185279,0.00185279,0.00185279
61,51.9563,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.0018503,0.0018503,0.0018503
62,52.7903,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.0018478,0.0018478,0.0018478
63,53.6414,4.25013,7.16651,5.15149,0,0,0,0,4.16703,4.62147,4.15888,0.00184531,0.00184531,0.00184531
64,54.5145,4.25013,7.16651,5.15149,0,0,0,0,4.22827,4.68138,4.19481,0.00184282,0.00184282,0.00184282
65,55.3385,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00184032,0.00184032,0.00184032
66,56.1926,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00183782,0.00183782,0.00183782
67,57.0953,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00183533,0.00183533,0.00183533
68,57.9411,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00183284,0.00183284,0.00183284
69,58.79,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00183034,0.00183034,0.00183034
70,59.5969,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00182785,0.00182785,0.00182785
71,60.4281,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00182535,0.00182535,0.00182535
72,61.2794,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00182286,0.00182286,0.00182286
73,62.1697,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00182036,0.00182036,0.00182036
74,63.0219,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00181786,0.00181786,0.00181786
75,63.8553,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00181537,0.00181537,0.00181537
76,64.6537,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00181288,0.00181288,0.00181288
77,65.5296,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00181038,0.00181038,0.00181038
78,66.4227,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00180789,0.00180789,0.00180789
79,67.3054,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00180539,0.00180539,0.00180539
80,68.1518,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00180289,0.00180289,0.00180289
81,68.9978,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.0018004,0.0018004,0.0018004
82,69.8682,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.0017979,0.0017979,0.0017979
83,70.7711,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00179541,0.00179541,0.00179541
84,71.6606,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00179292,0.00179292,0.00179292
85,72.5253,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00179042,0.00179042,0.00179042
86,73.3661,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00178793,0.00178793,0.00178793
87,74.2127,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00178543,0.00178543,0.00178543
88,75.1326,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00178294,0.00178294,0.00178294
89,75.9873,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00178044,0.00178044,0.00178044
90,76.7979,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00177795,0.00177795,0.00177795
91,77.6433,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00177545,0.00177545,0.00177545
92,78.4687,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00177296,0.00177296,0.00177296
93,79.3391,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00177046,0.00177046,0.00177046
94,80.2252,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00176797,0.00176797,0.00176797
95,81.0892,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00176547,0.00176547,0.00176547
96,81.9624,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00176297,0.00176297,0.00176297
97,82.8145,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00176048,0.00176048,0.00176048
98,83.6879,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00175799,0.00175799,0.00175799
99,84.5663,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00175549,0.00175549,0.00175549
100,85.4369,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00175299,0.00175299,0.00175299
101,86.265,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.0017505,0.0017505,0.0017505
102,87.1007,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00174801,0.00174801,0.00174801
103,87.9874,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00174551,0.00174551,0.00174551
104,88.854,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00174302,0.00174302,0.00174302
105,89.7,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00174052,0.00174052,0.00174052
106,90.6249,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00173803,0.00173803,0.00173803
107,91.4563,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00173553,0.00173553,0.00173553
108,92.329,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00173303,0.00173303,0.00173303
109,93.2327,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00173054,0.00173054,0.00173054
110,94.1179,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00172805,0.00172805,0.00172805
111,95.026,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00172555,0.00172555,0.00172555
112,95.8527,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00172306,0.00172306,0.00172306
113,96.6776,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00172056,0.00172056,0.00172056
114,97.5593,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00171806,0.00171806,0.00171806
115,98.4276,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00171557,0.00171557,0.00171557
116,99.2968,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00171307,0.00171307,0.00171307
117,100.135,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00171058,0.00171058,0.00171058
118,101.034,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00170809,0.00170809,0.00170809
119,101.923,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00170559,0.00170559,0.00170559
120,102.781,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00170309,0.00170309,0.00170309
121,103.648,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.0017006,0.0017006,0.0017006
122,104.501,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00169811,0.00169811,0.00169811
123,105.346,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00169561,0.00169561,0.00169561
124,106.182,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00169312,0.00169312,0.00169312
125,107.521,3.44268,44.6681,5.03749,0,0,0,0,4.22827,4.68138,4.19481,0.00169062,0.00169062,0.00169062
